Item_ID,Brand_ID,Category,Material,Item_Price_USD,Expected_Wear_Frequency_per_month,usage_label
ITEM-002503,BRAND-3947,T-shirt,Organic Cotton,31.86,10,High
ITEM-002504,BRAND-2487,Skirt,Bamboo Fabric,30.96,1,Low
ITEM-002505,BRAND-1332,Blouse,Hemp,63.17,1,Low
ITEM-002506,BRAND-0148,T-shirt,Vegan Leather,71.44,8,Medium
ITEM-002507,BRAND-2825,Skirt,Recycled Polyester,74.51,2,Low
ITEM-002508,BRAND-1774,Jacket,Bamboo Fabric,504.94,2,Low
ITEM-002509,BRAND-1808,Blouse,Hemp,40.7,1,Low
ITEM-002510,BRAND-4846,Sweater,Tencel,40.0,1,Low
ITEM-002511,BRAND-0270,Skirt,Hemp,78.3,1,Low
ITEM-002512,BRAND-3444,Activewear,Bamboo Fabric,125.41,11,High
ITEM-002513,BRAND-1937,Blouse,Recycled Polyester,215.03,2,Low
ITEM-002514,BRAND-2433,Shorts,Recycled Polyester,93.87,5,Medium
ITEM-002515,BRAND-0689,Shorts,Tencel,25.09,1,Low
ITEM-002516,BRAND-1344,Activewear,Hemp,128.73,9,High
ITEM-002517,BRAND-3715,Blouse,Recycled Polyester,284.58,1,Low
ITEM-002518,BRAND-3363,T-shirt,Vegan Leather,67.15,10,High
ITEM-002519,BRAND-0637,T-shirt,Recycled Polyester,36.78,11,High
ITEM-002520,BRAND-1216,T-shirt,Organic Cotton,79.98,9,High
ITEM-002521,BRAND-3726,Sweater,Bamboo Fabric,302.74,2,Low
ITEM-002522,BRAND-2272,Activewear,Organic Cotton,30.88,5,Medium
ITEM-002523,BRAND-2835,Activewear,Vegan Leather,94.53,3,Low
ITEM-002524,BRAND-3953,Jeans,Hemp,47.81,6,Medium
ITEM-002525,BRAND-3344,Jeans,Organic Cotton,154.22,8,Medium
ITEM-002526,BRAND-3562,T-shirt,Hemp,91.81,7,Medium
ITEM-002527,BRAND-1334,Jeans,Vegan Leather,259.58,3,Low
ITEM-002528,BRAND-3501,Sweater,Recycled Polyester,674.12,5,Medium
ITEM-002529,BRAND-1624,Jeans,Bamboo Fabric,500.99,2,Low
ITEM-002530,BRAND-1961,Jacket,Organic Cotton,397.26,7,Medium
ITEM-002531,BRAND-1302,Jacket,Hemp,297.96,1,Low
ITEM-002532,BRAND-3086,Activewear,Bamboo Fabric,86.94,2,Low
ITEM-002533,BRAND-0688,Coat,Vegan Leather,612.42,1,Low
ITEM-002534,BRAND-3853,Activewear,Hemp,200.49,5,Medium
ITEM-002535,BRAND-0283,Dress,Hemp,234.37,2,Low
ITEM-002536,BRAND-1652,Activewear,Organic Cotton,119.09,7,Medium
ITEM-002537,BRAND-1586,Activewear,Bamboo Fabric,215.47,2,Low
ITEM-002538,BRAND-0945,Sweater,Tencel,276.5,1,Low
ITEM-002539,BRAND-0149,Dress,Hemp,144.28,3,Low
ITEM-002540,BRAND-0215,Dress,Organic Cotton,589.14,3,Low
ITEM-002541,BRAND-4140,Blouse,Vegan Leather,45.57,3,Low
ITEM-002542,BRAND-3235,Activewear,Tencel,31.58,8,Medium
ITEM-002543,BRAND-4943,T-shirt,Bamboo Fabric,69.61,12,High
ITEM-002544,BRAND-2234,Blouse,Bamboo Fabric,179.19,1,Low
ITEM-002545,BRAND-4934,Jacket,Recycled Polyester,53.18,4,Medium
ITEM-002546,BRAND-1526,Jeans,Tencel,75.1,4,Medium
ITEM-002547,BRAND-2344,T-shirt,Recycled Polyester,165.55,11,High
ITEM-002548,BRAND-3303,Shorts,Bamboo Fabric,33.8,3,Low
ITEM-002549,BRAND-4417,T-shirt,Tencel,97.17,7,Medium
ITEM-002550,BRAND-4588,Dress,Tencel,21.78,2,Low
ITEM-002551,BRAND-0449,Coat,Organic Cotton,835.87,1,Low
ITEM-002552,BRAND-3377,Jacket,Tencel,441.4,2,Low
ITEM-002553,BRAND-0702,Sweater,Hemp,204.17,3,Low
ITEM-002554,BRAND-4384,T-shirt,Tencel,120.12,8,Medium
ITEM-002555,BRAND-4174,Skirt,Vegan Leather,222.12,1,Low
ITEM-002556,BRAND-4209,Sweater,Organic Cotton,26.35,10,High
ITEM-002557,BRAND-2520,Blouse,Recycled Polyester,98.8,4,Medium
ITEM-002558,BRAND-4388,Jacket,Tencel,121.57,2,Low
ITEM-002559,BRAND-0547,T-shirt,Tencel,127.39,4,Medium
ITEM-002560,BRAND-4423,T-shirt,Hemp,60.67,10,High
ITEM-002561,BRAND-0176,Sweater,Bamboo Fabric,303.02,3,Low
ITEM-002562,BRAND-0492,T-shirt,Hemp,36.63,7,Medium
ITEM-002563,BRAND-2451,Activewear,Organic Cotton,119.94,4,Medium
ITEM-002564,BRAND-2098,Jeans,Hemp,16.12,3,Low
ITEM-002565,BRAND-1494,Sweater,Bamboo Fabric,466.49,3,Low
ITEM-002566,BRAND-0323,Activewear,Tencel,126.36,4,Medium
ITEM-002567,BRAND-2974,Jacket,Hemp,400.04,1,Low
ITEM-002568,BRAND-0822,Coat,Recycled Polyester,73.3,1,Low
ITEM-002569,BRAND-4380,Skirt,Vegan Leather,145.92,1,Low
ITEM-002570,BRAND-1351,Blouse,Tencel,127.93,3,Low
ITEM-002571,BRAND-0672,Skirt,Organic Cotton,102.07,2,Low
ITEM-002572,BRAND-1630,T-shirt,Organic Cotton,76.28,7,Medium
ITEM-002573,BRAND-1186,Blouse,Hemp,40.94,3,Low
ITEM-002574,BRAND-0382,Jacket,Tencel,583.96,3,Low
ITEM-002575,BRAND-4101,Coat,Organic Cotton,515.84,2,Low
ITEM-002576,BRAND-0504,Activewear,Vegan Leather,88.37,5,Medium
ITEM-002577,BRAND-0110,Jeans,Bamboo Fabric,113.2,4,Medium
ITEM-002578,BRAND-4432,Skirt,Tencel,271.46,1,Low
ITEM-002579,BRAND-1902,T-shirt,Hemp,57.15,3,Low
ITEM-002580,BRAND-0856,T-shirt,Tencel,78.88,6,Medium
ITEM-002581,BRAND-4017,Activewear,Vegan Leather,123.41,7,Medium
ITEM-002582,BRAND-2952,Blouse,Tencel,294.95,3,Low
ITEM-002583,BRAND-0733,Skirt,Tencel,118.68,1,Low
ITEM-002584,BRAND-4350,Sweater,Organic Cotton,293.51,3,Low
ITEM-002585,BRAND-0453,Coat,Hemp,655.47,1,Low
ITEM-002586,BRAND-2265,Sweater,Hemp,407.23,6,Medium
ITEM-002587,BRAND-0324,Blouse,Bamboo Fabric,288.56,1,Low
ITEM-002588,BRAND-3560,Jacket,Vegan Leather,113.22,1,Low
ITEM-002589,BRAND-3004,Sweater,Recycled Polyester,460.07,2,Low
ITEM-002590,BRAND-4371,T-shirt,Bamboo Fabric,111.72,8,Medium
ITEM-002591,BRAND-1643,Jacket,Vegan Leather,599.09,2,Low
ITEM-002592,BRAND-3267,T-shirt,Tencel,216.41,7,Medium
ITEM-002593,BRAND-0419,Coat,Vegan Leather,179.23,1,Low
ITEM-002594,BRAND-3843,Sweater,Tencel,212.13,2,Low
ITEM-002595,BRAND-4589,T-shirt,Bamboo Fabric,91.29,10,High
ITEM-002596,BRAND-0684,Blouse,Vegan Leather,22.93,3,Low
ITEM-002597,BRAND-1452,Jeans,Hemp,228.32,10,High
ITEM-002598,BRAND-3597,Sweater,Organic Cotton,294.58,3,Low
ITEM-002599,BRAND-3001,Jeans,Organic Cotton,36.78,2,Low
ITEM-002600,BRAND-4047,Shorts,Recycled Polyester,185.17,4,Medium
ITEM-002601,BRAND-1110,T-shirt,Hemp,16.4,11,High
ITEM-002602,BRAND-3987,Activewear,Recycled Polyester,10.01,3,Low
ITEM-002603,BRAND-3492,Jeans,Bamboo Fabric,159.91,7,Medium
ITEM-002604,BRAND-0691,Sweater,Tencel,427.82,2,Low
ITEM-002605,BRAND-3414,Dress,Organic Cotton,289.77,1,Low
ITEM-002606,BRAND-1562,Blouse,Bamboo Fabric,31.29,4,Medium
ITEM-002607,BRAND-3320,Dress,Vegan Leather,243.09,1,Low
ITEM-002608,BRAND-0155,Skirt,Organic Cotton,84.3,2,Low
ITEM-002609,BRAND-1500,Sweater,Recycled Polyester,69.15,2,Low
ITEM-002610,BRAND-2292,Activewear,Organic Cotton,28.64,5,Medium
ITEM-002611,BRAND-4901,Sweater,Tencel,244.81,2,Low
ITEM-002612,BRAND-4795,Shorts,Tencel,60.96,2,Low
ITEM-002613,BRAND-1054,Activewear,Tencel,230.78,7,Medium
ITEM-002614,BRAND-0557,Sweater,Tencel,291.77,3,Low
ITEM-002615,BRAND-2357,T-shirt,Vegan Leather,114.82,12,High
ITEM-002616,BRAND-1196,Jeans,Recycled Polyester,86.5,8,Medium
ITEM-002617,BRAND-0291,Shorts,Bamboo Fabric,159.84,4,Medium
ITEM-002618,BRAND-2540,Activewear,Tencel,108.07,12,High
ITEM-002619,BRAND-3365,Activewear,Vegan Leather,55.63,4,Medium
ITEM-002620,BRAND-2132,Blouse,Recycled Polyester,161.5,2,Low
ITEM-002621,BRAND-3151,T-shirt,Tencel,156.9,9,High
ITEM-002622,BRAND-2658,Jeans,Bamboo Fabric,155.15,5,Medium
ITEM-002623,BRAND-1131,Sweater,Hemp,81.51,4,Medium
ITEM-002624,BRAND-3742,T-shirt,Tencel,55.35,2,Low
ITEM-002625,BRAND-4397,Blouse,Hemp,187.19,1,Low
ITEM-002626,BRAND-2854,Skirt,Recycled Polyester,334.64,2,Low
ITEM-002627,BRAND-1619,Jeans,Organic Cotton,201.77,2,Low
ITEM-002628,BRAND-2779,T-shirt,Vegan Leather,112.04,14,High
ITEM-002629,BRAND-1395,Blouse,Recycled Polyester,90.76,2,Low
ITEM-002630,BRAND-4911,Blouse,Recycled Polyester,321.69,3,Low
ITEM-002631,BRAND-3500,Jeans,Tencel,187.84,7,Medium
ITEM-002632,BRAND-4551,Dress,Bamboo Fabric,241.49,1,Low
ITEM-002633,BRAND-0760,Sweater,Organic Cotton,219.3,4,Medium
ITEM-002634,BRAND-2358,Jacket,Bamboo Fabric,443.95,2,Low
ITEM-002635,BRAND-4068,Shorts,Vegan Leather,148.27,2,Low
ITEM-002636,BRAND-3932,Sweater,Bamboo Fabric,127.36,3,Low
ITEM-002637,BRAND-1841,Jeans,Vegan Leather,19.75,2,Low
ITEM-002638,BRAND-4390,Skirt,Organic Cotton,507.11,2,Low
ITEM-002639,BRAND-4066,Sweater,Hemp,508.2,5,Medium
ITEM-002640,BRAND-2372,Activewear,Tencel,114.28,5,Medium
ITEM-002641,BRAND-1589,Jacket,Bamboo Fabric,238.49,2,Low
ITEM-002642,BRAND-1285,Jacket,Bamboo Fabric,583.29,1,Low
ITEM-002643,BRAND-4589,Coat,Tencel,1267.8,1,Low
ITEM-002644,BRAND-2862,Jacket,Organic Cotton,303.65,2,Low
ITEM-002645,BRAND-1129,Jeans,Organic Cotton,66.08,3,Low
ITEM-002646,BRAND-0444,Shorts,Tencel,163.34,1,Low
ITEM-002647,BRAND-0521,Shorts,Organic Cotton,209.32,4,Medium
ITEM-002648,BRAND-2390,Coat,Recycled Polyester,1434.61,1,Low
ITEM-002649,BRAND-4706,Dress,Bamboo Fabric,56.42,2,Low
ITEM-002650,BRAND-3760,Coat,Tencel,176.94,1,Low
ITEM-002651,BRAND-2328,Dress,Organic Cotton,152.01,3,Low
ITEM-002652,BRAND-4464,Jeans,Vegan Leather,102.72,4,Medium
ITEM-002653,BRAND-0334,Dress,Bamboo Fabric,220.69,1,Low
ITEM-002654,BRAND-2144,Jacket,Bamboo Fabric,473.4,1,Low
ITEM-002655,BRAND-0420,Sweater,Bamboo Fabric,346.31,5,Medium
ITEM-002656,BRAND-4706,Activewear,Organic Cotton,38.78,7,Medium
ITEM-002657,BRAND-4296,Jeans,Hemp,468.97,7,Medium
ITEM-002658,BRAND-1340,T-shirt,Bamboo Fabric,74.85,9,High
ITEM-002659,BRAND-1304,Coat,Hemp,819.19,1,Low
ITEM-002660,BRAND-0383,Coat,Vegan Leather,326.75,1,Low
ITEM-002661,BRAND-3814,T-shirt,Hemp,63.43,12,High
ITEM-002662,BRAND-4648,Blouse,Tencel,229.79,4,Medium
ITEM-002663,BRAND-3855,Dress,Organic Cotton,197.09,1,Low
ITEM-002664,BRAND-0972,Dress,Recycled Polyester,34.85,2,Low
ITEM-002665,BRAND-2535,Sweater,Recycled Polyester,194.55,5,Medium
ITEM-002666,BRAND-4543,Coat,Recycled Polyester,116.01,1,Low
ITEM-002667,BRAND-1252,T-shirt,Recycled Polyester,124.8,8,Medium
ITEM-002668,BRAND-3840,Jacket,Organic Cotton,195.2,3,Low
ITEM-002669,BRAND-1022,Coat,Tencel,1003.46,3,Low
ITEM-002670,BRAND-2885,Blouse,Bamboo Fabric,62.92,1,Low
ITEM-002671,BRAND-3784,Coat,Vegan Leather,183.72,1,Low
ITEM-002672,BRAND-1196,Sweater,Vegan Leather,140.61,1,Low
ITEM-002673,BRAND-1139,Shorts,Vegan Leather,72.19,2,Low
ITEM-002674,BRAND-3396,Blouse,Recycled Polyester,22.59,1,Low
ITEM-002675,BRAND-1784,Activewear,Hemp,286.47,5,Medium
ITEM-002676,BRAND-2271,Coat,Recycled Polyester,282.31,1,Low
ITEM-002677,BRAND-3848,Jeans,Vegan Leather,162.42,6,Medium
ITEM-002678,BRAND-0019,Shorts,Recycled Polyester,21.88,2,Low
ITEM-002679,BRAND-0764,Activewear,Tencel,124.52,6,Medium
ITEM-002680,BRAND-1336,Shorts,Recycled Polyester,62.86,3,Low
ITEM-002681,BRAND-0110,Blouse,Organic Cotton,125.36,1,Low
ITEM-002682,BRAND-4870,Skirt,Organic Cotton,249.55,2,Low
ITEM-002683,BRAND-1942,Blouse,Organic Cotton,164.01,3,Low
ITEM-002684,BRAND-3575,Shorts,Tencel,149.9,4,Medium
ITEM-002685,BRAND-4604,T-shirt,Hemp,25.84,12,High
ITEM-002686,BRAND-4535,Coat,Tencel,1034.81,1,Low
ITEM-002687,BRAND-4306,Sweater,Organic Cotton,301.96,3,Low
ITEM-002688,BRAND-4292,T-shirt,Recycled Polyester,39.64,1,Low
ITEM-002689,BRAND-4883,Skirt,Hemp,273.82,1,Low
ITEM-002690,BRAND-0283,Blouse,Recycled Polyester,101.92,4,Medium
ITEM-002691,BRAND-0551,T-shirt,Vegan Leather,113.02,5,Medium
ITEM-002692,BRAND-3033,Coat,Recycled Polyester,465.49,1,Low
ITEM-002693,BRAND-4420,Jeans,Recycled Polyester,197.08,5,Medium
ITEM-002694,BRAND-4372,Activewear,Tencel,55.75,4,Medium
ITEM-002695,BRAND-3114,Shorts,Recycled Polyester,129.01,3,Low
ITEM-002696,BRAND-1373,Skirt,Organic Cotton,217.1,2,Low
ITEM-002697,BRAND-0899,Skirt,Recycled Polyester,402.43,2,Low
ITEM-002698,BRAND-0316,Shorts,Organic Cotton,127.02,4,Medium
ITEM-002699,BRAND-1989,Blouse,Recycled Polyester,359.18,4,Medium
ITEM-002700,BRAND-1003,Jacket,Organic Cotton,782.59,1,Low
ITEM-002701,BRAND-0368,Jeans,Recycled Polyester,478.1,6,Medium
ITEM-002702,BRAND-0146,Dress,Recycled Polyester,290.94,2,Low
ITEM-002703,BRAND-3534,Dress,Organic Cotton,293.81,2,Low
ITEM-002704,BRAND-3750,Activewear,Hemp,75.22,7,Medium
ITEM-002705,BRAND-3173,Dress,Tencel,415.51,2,Low
ITEM-002706,BRAND-2396,Jeans,Recycled Polyester,433.25,3,Low
ITEM-002707,BRAND-0227,Sweater,Hemp,206.27,1,Low
ITEM-002708,BRAND-2606,Skirt,Organic Cotton,329.28,2,Low
ITEM-002709,BRAND-0047,Blouse,Tencel,64.25,1,Low
ITEM-002710,BRAND-2165,Jeans,Recycled Polyester,328.57,2,Low
ITEM-002711,BRAND-4232,Jacket,Bamboo Fabric,376.34,1,Low
ITEM-002712,BRAND-2033,T-shirt,Tencel,48.41,13,High
ITEM-002713,BRAND-2369,Blouse,Vegan Leather,210.29,2,Low
ITEM-002714,BRAND-0383,Dress,Recycled Polyester,160.85,1,Low
ITEM-002715,BRAND-2513,Coat,Organic Cotton,876.53,1,Low
ITEM-002716,BRAND-0528,Sweater,Bamboo Fabric,243.62,6,Medium
ITEM-002717,BRAND-4780,Skirt,Bamboo Fabric,225.49,4,Medium
ITEM-002718,BRAND-0320,Skirt,Hemp,303.4,1,Low
ITEM-002719,BRAND-4991,Jeans,Tencel,304.01,7,Medium
ITEM-002720,BRAND-0831,Coat,Hemp,1310.07,1,Low
ITEM-002721,BRAND-0135,Sweater,Tencel,44.53,2,Low
ITEM-002722,BRAND-3703,Activewear,Vegan Leather,100.14,5,Medium
ITEM-002723,BRAND-4505,Blouse,Hemp,57.66,3,Low
ITEM-002724,BRAND-0298,Dress,Bamboo Fabric,331.72,3,Low
ITEM-002725,BRAND-3321,T-shirt,Tencel,40.06,3,Low
ITEM-002726,BRAND-1913,Shorts,Hemp,100.13,6,Medium
ITEM-002727,BRAND-4450,Jeans,Hemp,71.77,4,Medium
ITEM-002728,BRAND-2063,Activewear,Recycled Polyester,46.28,11,High
ITEM-002729,BRAND-1297,Skirt,Tencel,169.9,2,Low
ITEM-002730,BRAND-4486,Jeans,Recycled Polyester,117.9,6,Medium
ITEM-002731,BRAND-0184,Coat,Organic Cotton,235.3,1,Low
ITEM-002732,BRAND-1055,T-shirt,Hemp,61.46,6,Medium
ITEM-002733,BRAND-1183,Sweater,Vegan Leather,180.4,5,Medium
ITEM-002734,BRAND-3914,Shorts,Hemp,52.99,1,Low
ITEM-002735,BRAND-4673,Sweater,Bamboo Fabric,224.85,1,Low
ITEM-002736,BRAND-0877,Skirt,Tencel,163.11,1,Low
ITEM-002737,BRAND-0096,Sweater,Tencel,641.58,3,Low
ITEM-002738,BRAND-1747,Shorts,Bamboo Fabric,180.94,2,Low
ITEM-002739,BRAND-3539,Shorts,Recycled Polyester,19.99,5,Medium
ITEM-002740,BRAND-4447,T-shirt,Hemp,50.45,10,High
ITEM-002741,BRAND-0491,Blouse,Recycled Polyester,314.24,5,Medium
ITEM-002742,BRAND-2666,Sweater,Recycled Polyester,202.25,1,Low
ITEM-002743,BRAND-2671,T-shirt,Hemp,27.74,10,High
ITEM-002744,BRAND-2021,Skirt,Bamboo Fabric,318.49,1,Low
ITEM-002745,BRAND-3736,Jeans,Hemp,327.29,8,Medium
ITEM-002746,BRAND-4074,Blouse,Bamboo Fabric,131.26,1,Low
ITEM-002747,BRAND-4706,Shorts,Bamboo Fabric,24.03,4,Medium
ITEM-002748,BRAND-3957,Shorts,Hemp,215.77,1,Low
ITEM-002749,BRAND-3187,Activewear,Organic Cotton,34.04,3,Low
ITEM-002750,BRAND-0779,Coat,Hemp,298.8,1,Low
ITEM-002751,BRAND-0447,Activewear,Organic Cotton,48.35,2,Low
ITEM-002752,BRAND-0496,Activewear,Organic Cotton,61.42,10,High
ITEM-002753,BRAND-4097,Dress,Tencel,131.47,1,Low
ITEM-002754,BRAND-4032,Skirt,Hemp,179.81,1,Low
ITEM-002755,BRAND-2832,Skirt,Recycled Polyester,138.69,1,Low
ITEM-002756,BRAND-1939,T-shirt,Bamboo Fabric,35.61,8,Medium
ITEM-002757,BRAND-4804,Jacket,Vegan Leather,415.92,3,Low
ITEM-002758,BRAND-4588,Shorts,Hemp,11.27,2,Low
ITEM-002759,BRAND-2307,T-shirt,Vegan Leather,37.7,7,Medium
ITEM-002760,BRAND-3829,T-shirt,Hemp,47.2,5,Medium
ITEM-002761,BRAND-4886,Dress,Tencel,184.39,1,Low
ITEM-002762,BRAND-3623,Jeans,Bamboo Fabric,86.77,5,Medium
ITEM-002763,BRAND-4905,Coat,Hemp,222.34,1,Low
ITEM-002764,BRAND-3716,Jeans,Hemp,322.91,3,Low
ITEM-002765,BRAND-0549,Sweater,Vegan Leather,207.64,3,Low
ITEM-002766,BRAND-2063,Activewear,Recycled Polyester,83.19,7,Medium
ITEM-002767,BRAND-1679,T-shirt,Bamboo Fabric,94.4,5,Medium
ITEM-002768,BRAND-3459,Jacket,Tencel,346.02,1,Low
ITEM-002769,BRAND-4570,Skirt,Vegan Leather,264.44,1,Low
ITEM-002770,BRAND-2096,Sweater,Hemp,336.15,4,Medium
ITEM-002771,BRAND-2019,Blouse,Recycled Polyester,133.48,2,Low
ITEM-002772,BRAND-0893,Blouse,Vegan Leather,103.08,5,Medium
ITEM-002773,BRAND-0085,Jeans,Hemp,183.59,7,Medium
ITEM-002774,BRAND-1375,Dress,Organic Cotton,17.49,1,Low
ITEM-002775,BRAND-3486,Jeans,Tencel,186.33,5,Medium
ITEM-002776,BRAND-2475,Skirt,Tencel,227.44,1,Low
ITEM-002777,BRAND-4772,T-shirt,Hemp,10.0,11,High
ITEM-002778,BRAND-1028,Jacket,Tencel,105.09,2,Low
ITEM-002779,BRAND-3191,Skirt,Recycled Polyester,188.13,1,Low
ITEM-002780,BRAND-1018,Blouse,Hemp,90.96,1,Low
ITEM-002781,BRAND-1910,Blouse,Organic Cotton,88.3,1,Low
ITEM-002782,BRAND-2041,Coat,Tencel,142.91,1,Low
ITEM-002783,BRAND-2620,Dress,Bamboo Fabric,490.15,4,Medium
ITEM-002784,BRAND-2569,Sweater,Organic Cotton,160.19,3,Low
ITEM-002785,BRAND-3247,Coat,Recycled Polyester,294.11,1,Low
ITEM-002786,BRAND-2413,Dress,Organic Cotton,401.98,2,Low
ITEM-002787,BRAND-3821,T-shirt,Hemp,103.21,7,Medium
ITEM-002788,BRAND-4542,Jeans,Recycled Polyester,294.26,6,Medium
ITEM-002789,BRAND-2989,Sweater,Bamboo Fabric,206.69,5,Medium
ITEM-002790,BRAND-4944,Jacket,Vegan Leather,382.1,1,Low
ITEM-002791,BRAND-4766,Dress,Organic Cotton,321.69,2,Low
ITEM-002792,BRAND-2861,Coat,Hemp,886.66,1,Low
ITEM-002793,BRAND-4158,T-shirt,Tencel,131.07,7,Medium
ITEM-002794,BRAND-3486,Activewear,Recycled Polyester,116.05,6,Medium
ITEM-002795,BRAND-0341,Sweater,Tencel,375.16,5,Medium
ITEM-002796,BRAND-2439,T-shirt,Vegan Leather,86.33,6,Medium
ITEM-002797,BRAND-2526,Coat,Recycled Polyester,375.65,1,Low
ITEM-002798,BRAND-3173,Coat,Bamboo Fabric,1020.46,2,Low
ITEM-002799,BRAND-2514,Sweater,Bamboo Fabric,343.68,4,Medium
ITEM-002800,BRAND-2404,Skirt,Hemp,365.36,1,Low
ITEM-002801,BRAND-0998,Sweater,Recycled Polyester,368.7,4,Medium
ITEM-002802,BRAND-3145,Jeans,Bamboo Fabric,219.89,7,Medium
ITEM-002803,BRAND-3433,Dress,Recycled Polyester,33.77,2,Low
ITEM-002804,BRAND-1845,Shorts,Recycled Polyester,63.21,3,Low
ITEM-002805,BRAND-2472,Coat,Recycled Polyester,1559.97,1,Low
ITEM-002806,BRAND-2448,Activewear,Tencel,120.65,3,Low
ITEM-002807,BRAND-3310,Jacket,Vegan Leather,114.03,2,Low
ITEM-002808,BRAND-0183,Shorts,Tencel,56.62,4,Medium
ITEM-002809,BRAND-3793,T-shirt,Hemp,92.95,7,Medium
ITEM-002810,BRAND-1900,Jeans,Hemp,130.72,7,Medium
ITEM-002811,BRAND-3825,Sweater,Hemp,139.03,2,Low
ITEM-002812,BRAND-3721,Blouse,Organic Cotton,210.51,2,Low
ITEM-002813,BRAND-4081,Dress,Hemp,108.82,1,Low
ITEM-002814,BRAND-2584,T-shirt,Recycled Polyester,64.01,6,Medium
ITEM-002815,BRAND-4252,Blouse,Hemp,43.79,2,Low
ITEM-002816,BRAND-0739,Dress,Bamboo Fabric,416.52,4,Medium
ITEM-002817,BRAND-2821,Skirt,Vegan Leather,227.76,2,Low
ITEM-002818,BRAND-0733,T-shirt,Recycled Polyester,50.4,12,High
ITEM-002819,BRAND-3428,Jacket,Recycled Polyester,567.51,3,Low
ITEM-002820,BRAND-0409,Skirt,Tencel,194.12,3,Low
ITEM-002821,BRAND-4257,T-shirt,Tencel,40.63,5,Medium
ITEM-002822,BRAND-0244,Shorts,Vegan Leather,161.06,2,Low
ITEM-002823,BRAND-0731,Skirt,Tencel,229.52,1,Low
ITEM-002824,BRAND-0671,Dress,Recycled Polyester,190.8,1,Low
ITEM-002825,BRAND-0026,Sweater,Vegan Leather,558.46,5,Medium
ITEM-002826,BRAND-4931,T-shirt,Tencel,84.86,4,Medium
ITEM-002827,BRAND-4800,Jeans,Recycled Polyester,29.66,5,Medium
ITEM-002828,BRAND-2434,Sweater,Vegan Leather,203.06,6,Medium
ITEM-002829,BRAND-0762,Jacket,Bamboo Fabric,561.37,1,Low
ITEM-002830,BRAND-3275,Blouse,Hemp,53.58,1,Low
ITEM-002831,BRAND-4890,Shorts,Vegan Leather,62.8,3,Low
ITEM-002832,BRAND-3864,Jeans,Organic Cotton,319.93,9,High
ITEM-002833,BRAND-4220,Sweater,Bamboo Fabric,237.14,3,Low
ITEM-002834,BRAND-3895,Coat,Tencel,503.42,2,Low
ITEM-002835,BRAND-2441,Sweater,Bamboo Fabric,478.23,2,Low
ITEM-002836,BRAND-0512,Activewear,Hemp,129.7,8,Medium
ITEM-002837,BRAND-0879,Jeans,Tencel,125.31,5,Medium
ITEM-002838,BRAND-3149,Blouse,Hemp,151.18,1,Low
ITEM-002839,BRAND-4290,T-shirt,Tencel,60.0,6,Medium
ITEM-002840,BRAND-4121,Jeans,Organic Cotton,28.46,4,Medium
ITEM-002841,BRAND-1269,T-shirt,Tencel,54.05,9,High
ITEM-002842,BRAND-1038,Dress,Vegan Leather,112.18,2,Low
ITEM-002843,BRAND-1586,T-shirt,Recycled Polyester,105.92,13,High
ITEM-002844,BRAND-0825,Sweater,Recycled Polyester,211.22,4,Medium
ITEM-002845,BRAND-3945,Jeans,Vegan Leather,283.32,3,Low
ITEM-002846,BRAND-2239,Blouse,Recycled Polyester,171.31,3,Low
ITEM-002847,BRAND-4915,Dress,Vegan Leather,237.59,4,Medium
ITEM-002848,BRAND-2237,Coat,Bamboo Fabric,55.12,1,Low
ITEM-002849,BRAND-1287,Jeans,Vegan Leather,299.17,4,Medium
ITEM-002850,BRAND-3096,Coat,Vegan Leather,107.87,1,Low
ITEM-002851,BRAND-4516,Blouse,Tencel,192.43,2,Low
ITEM-002852,BRAND-3462,Jeans,Organic Cotton,108.92,7,Medium
ITEM-002853,BRAND-0901,Blouse,Organic Cotton,127.75,1,Low
ITEM-002854,BRAND-4506,Blouse,Recycled Polyester,10.0,1,Low
ITEM-002855,BRAND-4381,Jeans,Organic Cotton,151.72,6,Medium
ITEM-002856,BRAND-1116,Coat,Organic Cotton,82.39,3,Low
ITEM-002857,BRAND-0214,Jeans,Tencel,107.89,3,Low
ITEM-002858,BRAND-1440,T-shirt,Bamboo Fabric,59.43,5,Medium
ITEM-002859,BRAND-4314,Dress,Recycled Polyester,298.75,1,Low
ITEM-002860,BRAND-1777,Activewear,Vegan Leather,180.35,7,Medium
ITEM-002861,BRAND-2948,Jeans,Recycled Polyester,365.26,8,Medium
ITEM-002862,BRAND-3289,Shorts,Tencel,79.36,4,Medium
ITEM-002863,BRAND-4834,Jacket,Hemp,429.54,3,Low
ITEM-002864,BRAND-4478,Shorts,Recycled Polyester,135.88,1,Low
ITEM-002865,BRAND-3510,Dress,Tencel,151.48,2,Low
ITEM-002866,BRAND-1603,Jacket,Bamboo Fabric,49.14,3,Low
ITEM-002867,BRAND-3805,T-shirt,Recycled Polyester,104.29,16,High
ITEM-002868,BRAND-0887,Jacket,Tencel,641.89,3,Low
ITEM-002869,BRAND-2529,Jeans,Hemp,392.87,5,Medium
ITEM-002870,BRAND-1337,Jacket,Tencel,400.15,1,Low
ITEM-002871,BRAND-2613,Blouse,Recycled Polyester,126.54,1,Low
ITEM-002872,BRAND-4766,Shorts,Bamboo Fabric,97.86,1,Low
